cnpj;razao_social;nome_fantasia;data_abertura;tempo_de_mercado_anos;situacao_cadastral;natureza_juridica;matriz_filial;cnae_principal;cnaes_secundarios;rossi;endereco;bairro;municipio;uf;telefone_1;telefone_2;email;capital_social;porte;Faturamento Anual;opcaoSimples;opcaoMei;socios;outrosTelefones;outrosEmails
31406586000112;JOY FISIO - CLINICA DE FISIOTERAPIA LTDA.;;03/09/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;81830220;Rua Coronel Cypriano Gomes Da Silveira, 335, Casa 01 Cond Itamarati Ii Res;Xaxim;Curitiba;PR;41 992729031;;kaisa.inocencio@gmail.com;10000;ME;até R$360.000;Sim;Não;Carla Cirley Cogo Porfirio|Kaisa De Lurdes Inocencio|Leticia Bughay|Fernanda Amabile Borges|Amanda Dos Santos Fontes;41 992729031;
31851269000105;CENTRO DE DESENVOLVIMENTO E HABILIDADES MAOSKI LTDA;A-MI;29/08/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650005 - Atividades de terapia ocupacional;8211300 - Serviços combinados de escritório e apoio administrativo|8219999 - Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente|8550302 - Atividades de apoio à educação, exceto caixas escolares|8630503 - Atividade médica ambulatorial restrita a consultas|8650002 - Atividades de profissionais da nutrição|8650003 - Atividades de psicologia e psicanálise|8650004 - Atividades de fisioterapia|8650006 - Atividades de fonoaudiologia|8650099 - Atividades de profissionais da área de saúde não especificadas anteriormente|8690901 - Atividades de práticas integrativas e complementares em saúde humana;80730480;Rua Luisa Dariva, 40, Conj 91 Andar 9 Cond Barigui Office Ed;Campina Do Siqueira;Curitiba;PR;41 30957649;41 987659050;atendimento@terapiaami.com.br;100000;ME;até R$360.000;Sim;Não;Flavia Maoski;41 30957649,41 987659050;
31354982000143;IVETE ROSA DA LUZ;QUALI&VIDA STUDIO DE PILATES;28/08/2018;6;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;;80010160;Rua Lourenco Pinto, 270, Apt 21 Cond Tupy Ed;Centro;Curitiba;PR;41 32037082;;;20000;ME;até R$360.000;Sim;Não;;41 32037082;
31518725000108;STUDIO SOLUCOES ESTETICAS LTDA;SD SOLUCOES ESTETICAS;28/08/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal|8599699 - Outras atividades de ensino não especificadas anteriormente|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;81630010;Rua Tenente Francisco Ferreira De Souza, 1012;Hauer;Curitiba;PR;41 30535963;41 995202390;soniadinizstudio@gmail.com;95400;ME;até R$360.000;Sim;Não;Beatriz Caroline Da Silva;41 30535963,41 995202390;
31204538000141;JAIRO AMEKU LTDA;;14/08/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;82930150;Rua Jose De Paula Pereira, 109;Cajuru;Curitiba;PR;41 998582996;;;95400;ME;até R$360.000;Sim;Não;Jairo Ameku;41 998582996;
31200294000129;RODRIGO DE ASSIS PEREIRA SERVICOS DE PSICOLOGIA E PSICANALISE;ESPACO QUERO BEM ESTAR;13/08/2018;6;Ativa;Empresário (Individual);Matriz;8650003 - Atividades de psicologia e psicanálise;8630503 - Atividade médica ambulatorial restrita a consultas|8650004 - Atividades de fisioterapia|8690901 - Atividades de práticas integrativas e complementares em saúde humana|8690903 - Atividades de acupuntura|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;82130290;Rua Eugenio Flor, 316;Abranches;Curitiba;PR;41 996648944;;assis_massot@outlook.com;5000;ME;até R$360.000;Não;Não;;41 996648944;
31202507000151;CENTRO DE EMAGRECIMENTO PARANAENSE LTDA;EMAGRECENTRO;08/08/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;9602502 - Atividades de estética e outros serviços de cuidados com a beleza;4729699 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente|6821802 - Corretagem no aluguel de imóveis|8650004 - Atividades de fisioterapia;80620200;Avenida Agua Verde, 462;Agua Verde;Curitiba;PR;51 995990802;;gerenciaemagrecentrocwb@gmail.com;60000;ME;até R$360.000;Sim;Não;Vinicius Bara Leoni Lacerda|Carla Barbosa Dos Santos;51 995990802;
31240170000177;A3 FISIOTERAPIA LTDA;;31/07/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;82810350;Avenida Victor Ferreira Do Amaral, 2400, Loja 05 Cond Taruma Cj Cmrl;Capao Da Imbuia;Curitiba;PR;41 988356306;;anatoews.orlando@gmail.com;10000;ME;até R$360.000;Sim;Não;Andreia Henke|Adriana Maria Trevisan Barreto Domingues|Ana Cristina Toews Orlando|Francieli Do Nascimento Czapievski;41 988356306;
31694719000101;SOUZA E MAYER CLINICA DE FISIOTERAPIA E SAUDE LTDA;VIVARE CLINICA DE FISIOTERAPIA E SAUDE;24/07/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;9313100 - Atividades de condicionamento físico|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;80610260;Avenida Republica Argentina, 2275, Conj 1008 Andar 10 Cond Acque Verdi Ed Com;Portao;Curitiba;PR;41 36437230;;;10000;ME;até R$360.000;Sim;Não;Ivete Lucila Mayer Rezler|Jheniffer Ketili De Souza Dos Santos Rezler;41 36437230;
30956927000160;FISIOART FISIOTERAPIA LTDA;;11/07/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;80430100;Rua Martim Afonso, 705;Merces;Curitiba;PR;41 30260523;;luciane.righetto@gmail.com;9000;ME;até R$360.000;Sim;Não;Luciane Righetto Fernandes Dos Santos|Lucimara Jorge Zech;41 30260523;
31323869000109;REALIZACAO PILATES LTDA;REALIZACAO PILATES;27/06/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;9313100 - Atividades de condicionamento físico;80035030;Rua Doutor Manoel Pedro, 365, Conj 907 Andar 09 Cond Opus One Cabral Ed;Cabral;Curitiba;PR;41 991674069;41 996334517;realizacaopilates@gmail.com;20000;ME;até R$360.000;Sim;Não;Rogerio Pan|Eliciane Juzcok;41 991674069,41 996334517;
32696936000195;ANGELA LANGE CENTRO DE ESTETICA LTDA;ANGELA LANGE ESTETICA;26/06/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;9602502 - Atividades de estética e outros serviços de cuidados com a beleza;4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal|7740300 - Gestão de ativos intangíveis não financeiros|8230001 - Serviços de organização de feiras, congressos, exposições e festas|8599604 - Treinamento em desenvolvimento profissional e gerencial|8650004 - Atividades de fisioterapia;80030400;Rua Barao Dos Campos Gerais, 355, Loja 45;Juveve;Curitiba;PR;41 988361404;;angelalangecwb@gmail.com;95400;ME;até R$360.000;Sim;Não;Angela Nodari Lange De Matos;41 30851313,41 988361404;
31120609000128;KOS CLINICA ODONTO MEDICA LTDA;CLINIKOS ESPACO SAUDE;22/06/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8630504 - Atividade odontológica;8599604 - Treinamento em desenvolvimento profissional e gerencial|8630503 - Atividade médica ambulatorial restrita a consultas|8650004 - Atividades de fisioterapia|8650006 - Atividades de fonoaudiologia;82560040;Rua Lodovico Geronazzo, 1862;Boa Vista;Curitiba;PR;41 30243200;;clinikos2019@gmail.com;20000;ME;até R$360.000;Sim;Não;Cibele Candida De Almeida Kintopp;41 30243200;
30910084000161;TATIANE VALERIA MACHADO - FISIOTERAPIA;FISIOTERAPEUTA TATIANE MACHADO;19/06/2018;6;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;;82220000;Avenida Anita Garibaldi, 4314;Barreirinha;Curitiba;PR;41 992698875;;tatiane.fisioterapeuta@hotmail.com;10000;ME;até R$360.000;Sim;Não;;41 992698875;
30727406000131;ALESSANDRA DE PAULA SCHAK FISIOTERAPIA LTDA;;18/06/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;81900400;Rua Arapongas, 1370;Sitio Cercado;Curitiba;PR;41 32270327;;ale_schak@hotmail.com;5000;ME;até R$360.000;Sim;Não;Alessandra De Paula Schak;41 32270327;
30709284000150;MARCELLA OLIVEIRA DA CRUZ;;15/06/2018;6;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;8219999 - Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;80220061;Rua 24 De Maio, 2587;Parolin;Curitiba;PR;41 999887566;;marcellinha98@gmail.com;500;ME;até R$360.000;Sim;Não;;41 999887566;
31320701000131;VANESSA WINIARSKI LTDA;VANESSA WINIARSKI - SAUDE INTEGRADA;15/06/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;9602502 - Atividades de estética e outros serviços de cuidados com a beleza;6821802 - Corretagem no aluguel de imóveis|6822600 - Gestão e administração da propriedade imobiliaria|8211300 - Serviços combinados de escritório e apoio administrativo|8650004 - Atividades de fisioterapia|9313100 - Atividades de condicionamento físico;82210050;Rua Professor Nilo Brandao, 293;Sao Lourenco;Curitiba;PR;41 33540812;;vanewini04@gmail.com;100000;ME;até R$360.000;Sim;Não;Vanessa Winiarski;41 33540812;
30759404000124;PRI MULLER NUTRICAO & SAUDE LTDA;;13/06/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650002 - Atividades de profissionais da nutrição;80420160;Rua Alferes Angelo Sampaio, 1166, Apt 2201 Andar 22 Cond Las Palmas Ed;Batel;Curitiba;PR;;;;10000;ME;até R$360.000;Sim;Não;Priscila Muller Faria;;
30862156000142;L & L CLINICA DE FISIOTERAPIA LTDA;;29/05/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;80730000;Rua Padre Anchieta, 2050, Sala 2206 Andar 22;Bigorrilho;Curitiba;PR;41 999798187;;larissamoris@hotmail.com;5000;ME;até R$360.000;Sim;Não;Jose Funes Moris|Larissa Dos Santos Moris;41 999798187;
32445936000112;STUDIO DAY PILATES E FISIOTERAPIA LTDA.;STUDIO DAY PILATES E FISIOTERAPIA;24/05/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8230001 - Serviços de organização de feiras, congressos, exposições e festas|8599604 - Treinamento em desenvolvimento profissional e gerencial|8650005 - Atividades de terapia ocupacional|8690903 - Atividades de acupuntura|9313100 - Atividades de condicionamento físico;82210000;Avenida Anita Garibaldi, 2893;Sao Lourenco;Curitiba;PR;41 987795159;;daianne.sfrei@gmail.com;105000;ME;até R$360.000;Sim;Não;Daianne Schwarzbach De Freitas;41 987795159;
30678979000112;RICARDO SOUZA FISIOTERAPIA LTDA;ATHLON FISIOTERAPIA ESPORTIVA;23/05/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;;82010390;Rua Raul Leopoldo Zimmer, 54, Casa 02 Cond Santo Inacio Res;Santo Inacio;Curitiba;PR;41 996381106;41 984023867;edson@auditalp.com.br;93700;ME;até R$360.000;Sim;Não;Ricardo Andre De Souza;41 996381106,41 984023867;
30788055000179;ISABEL CRISTINA COMIN DE ARAUJO - ACADEMIA;EQUILIBRARE STUDIO DE PILATES;18/05/2018;6;Ativa;Empresário (Individual);Matriz;9313100 - Atividades de condicionamento físico;8650004 - Atividades de fisioterapia;80320270;Rua Parintins, 426;Vila Izabel;Curitiba;PR;41 31146009;41 996625615;isabel.comin@gmail.com;10000;ME;até R$360.000;Sim;Não;;41 31146009,41 996625615;
30542903000165;HARRISSON JOSE BORGES DE MACEDO FISIOTERAPIA;;16/05/2018;6;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;;80420120;Rua Doutor Pedrosa, 264, Apt 1202 Cond Vitoria Regia Ed;Centro;Curitiba;PR;41 999660710;;harrisson.macedo@gmail.com;5000;ME;até R$360.000;Sim;Não;;41 999660710;
30435216000140;REABILITO ASSISTENCIA EM REABILITACAO LTDA;REABILITO;11/05/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;7020400 - Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;8599604 - Treinamento em desenvolvimento profissional e gerencial|8650001 - Atividades de enfermagem|8650002 - Atividades de profissionais da nutrição|8650003 - Atividades de psicologia e psicanálise|8650004 - Atividades de fisioterapia|8650005 - Atividades de terapia ocupacional|8650006 - Atividades de fonoaudiologia|8650099 - Atividades de profissionais da área de saúde não especificadas anteriormente;80030320;Rua Doutor Zamenhof, 401;Alto Da Gloria;Curitiba;PR;41 988336672;;eduardomiiller@yahoo.com.br;15000;ME;até R$360.000;Sim;Não;Ana Paula Fernandes|Claudia Andreia Bauer Dos Santos|Elisandra Maria Christo;41 997484741,41 999877799,41 988336672;
30494433000101;AFORNALI & SLOMPO ACADEMIA LTDA;FIT STUDIO ACADEMIA PERSONALIZADA;08/05/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;9313100 - Atividades de condicionamento físico;4729602 - Comércio varejista de mercadorias em lojas de conveniência|4729699 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente|4763602 - Comércio varejista de artigos esportivos|8650004 - Atividades de fisioterapia;80050350;Avenida Sao Jose, 991;Cristo Rei;Curitiba;PR;41 41410991;41 998224141;academiafitstudio3@gmail.com;250000;ME;até R$360.000;Sim;Não;Magali Do Rocio Afornali Slompo|Patricia Alessandra Durigan Slompo;41 41410991,41 998224141;
30441996000131;REAB-CLINICA DE REABILITACAO DO CORPO LTDA;;03/05/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8660700 - Atividades de apoio à gestão de saúde;82590200;Rodovia Br 116, 4021;Bairro Alto;Curitiba;PR;41 996985592;;daniellszlo18@gmail.com;1000;ME;até R$360.000;Sim;Não;Daniel Laszlo;41 996985592;
31833218000150;STELLA M. SANTOS MICHELON CLINICA DE FISIOTERAPIA E PILATES;SM STUDIO;03/05/2018;6;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;8630503 - Atividade médica ambulatorial restrita a consultas|8650002 - Atividades de profissionais da nutrição|8650003 - Atividades de psicologia e psicanálise|8650005 - Atividades de terapia ocupacional|8690901 - Atividades de práticas integrativas e complementares em saúde humana|8690999 - Outras atividades de atenção à saúde humana não especificadas anteriormente|9313100 - Atividades de condicionamento físico|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;80420010;Avenida Vicente Machado, 343, Apt 09 Bloco;Centro;Curitiba;PR;41 32645694;;bertoncello@bertoncello.com.br;10000;ME;até R$360.000;Sim;Não;;41 32645694;
30398865000119;CARINE BOSI;FISIO HARMONIE PILATES E ESTETICA;23/04/2018;6;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;;82560440;Rua Jose Merhy, 1040, Loja 01 Cond Alvorada Cd Res E Co;Boa Vista;Curitiba;PR;41 30165099;;denise@jusassessoria.com.br;2000;ME;até R$360.000;Sim;Não;;;
28534791000230;CLINICA DS PILATES E FISIOTERAPIA LTDA;;19/04/2018;6;Ativa;Sociedade Empresária Limitada;Filial;8650004 - Atividades de fisioterapia;;80210060;Rua Brasilio Itibere, 377;Jardim Botanico;Curitiba;PR;41 991416770;;danisantospilates@gmail.com;5000;ME;até R$360.000;Sim;Não;Daniele Cristiane Dos Santos Born;41 999146770,41 991416770;
30093798000124;SANTOS VENDAS E MARKETING DIRETO LTDA;OLEOS ESSENCIAIS SAUDE;03/04/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;7319002 - Promoção de vendas;7319003 - Marketing direto|8599699 - Outras atividades de ensino não especificadas anteriormente|8650004 - Atividades de fisioterapia;81550000;Rua Capitao Leonidas Marques, 2727, Casa 79 Cond Green Valley Cd Res;Uberaba;Curitiba;PR;41 999440201;;amandacsp@hotmail.com;20000;ME;até R$360.000;Sim;Não;Amanda Cristina Santos Pinto;41 999440201;
30339702000165;STUDIO HAMA PREMIUM LTDA;;19/03/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;9602502 - Atividades de estética e outros serviços de cuidados com a beleza;80740000;Rua General Mario Tourinho, 1805, Loja 02 Andar Tr;Campina Do Siqueira;Curitiba;PR;41 35323003;41 988003544;hamapilatesbarigui@gmail.com;10000;ME;até R$360.000;Sim;Não;Luiza Pinto Queiroga Dantas|Fernanda Cristina Coutinho Da Silva;41 35323003,41 988003544;
30147203000176;REHABILIT AND MOVE FISIOTERAPIA LTDA.;REHABILIT AND MOVE;16/03/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8640205 - Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia;81050110;Rua Pedro Zagonel, 49, Sala 11 Andar 01 Cond Nono Pellanda Ed;Novo Mundo;Curitiba;PR;41 985187107;;irs.r.x@outlook.com;4000;ME;até R$360.000;Sim;Não;Claudia Aparecida De Campos Cardoso;41 985187107;
29999427000127;VITMEDIC SERVICOS DE SAUDE LTDA;VITMEDIC;05/03/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650003 - Atividades de psicologia e psicanálise;8211300 - Serviços combinados de escritório e apoio administrativo|8541400 - Educação profissional de nível técnico|8630503 - Atividade médica ambulatorial restrita a consultas|8650002 - Atividades de profissionais da nutrição|8650004 - Atividades de fisioterapia|8650006 - Atividades de fonoaudiologia|8650099 - Atividades de profissionais da área de saúde não especificadas anteriormente;80010100;Avenida Visconde De Guarapuava, 2764, Andar 19 Sala 1911;Centro;Curitiba;PR;41 35039333;41 996459339;contato@vitvita.com.br;5000;ME;até R$360.000;Sim;Não;Jose Aderlei De Souza|Elaine Inacio Pereira De Souza;41 35039333,41 996459339;
30014405000140;P & L CLINICA DE FISIOTERAPIA LTDA;;28/02/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;9313100 - Atividades de condicionamento físico;82320010;Avenida Vereador Toaldo Tulio, 1173, Conj 01 Bloco Pedro Ferro Cd;Santa Felicidade;Curitiba;PR;41 30235470;;gino@hporg.cnt.br;5000;ME;até R$360.000;Não;Não;Priscilla Avila De Faria|Luis Fernando Halabura;41 30235470;
29918643000109;INTERAGIR- INTEGRACAO SENSORIAL E DESENVOLVIMENTO INFANTIL LTDA;;26/02/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650005 - Atividades de terapia ocupacional;4773300 - Comércio varejista de artigos médicos e ortopédicos|7490104 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários|8211300 - Serviços combinados de escritório e apoio administrativo|8599604 - Treinamento em desenvolvimento profissional e gerencial|8650003 - Atividades de psicologia e psicanálise|8650004 - Atividades de fisioterapia|8650006 - Atividades de fonoaudiologia;80045355;Rua Coronel Assumpcao, 129;Alto Da Rua Xv;Curitiba;PR;41 996311323;;interagir.is@gmail.com;30000;ME;até R$360.000;Não;Não;Bruna Roberta Lessa Schneider|Marina Marcondes Braga|Simoni Pires Da Fonseca;41 996311323;
29748800000177;ERGO COMPANY SAUDE EMPRESARIAL LTDA;ERGO COMPANY SAUDE EMPRESARIAL;09/02/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8591100 - Ensino de esportes|8599604 - Treinamento em desenvolvimento profissional e gerencial|9313100 - Atividades de condicionamento físico;80050370;Avenida Presidente Affonso Camargo, 849, Andar Tr Lj 12;Cristo Rei;Curitiba;PR;41 33414045;;anderson.stramari@furukawaelectric.com;10000;ME;até R$360.000;Sim;Não;Anderson Sestilio Stramari|Adreane Marcia Stramari Keller;41 33414045;
29988742000159;MONICA PLACIDO ARAUJO;MONICA PLACIDO ARAUJO;05/02/2018;6;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;;81230220;Rua Almir Nelson De Almeida, 281, Andar 02 Apt 23;Campo Comprido;Curitiba;PR;41 30918662;;contabilidade@torriton.com.br;2000;ME;até R$360.000;Não;Não;;41 30918662;
29549205000102;MFT CENTRO DE REABILITACAO LTDA;HAPPYKIDS CENTRO DE REABILITACAO;22/01/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8690903 - Atividades de acupuntura|8650006 - Atividades de fonoaudiologia|8650002 - Atividades de profissionais da nutrição|8650003 - Atividades de psicologia e psicanálise|8650005 - Atividades de terapia ocupacional;81170150;Rua Manoel Valdomiro De Macedo, 2931;Cidade Industrial;Curitiba;PR;41 999372871;41 999577542;happykidescr@outlook.com;30000;ME;até R$360.000;Não;Não;Thais De Carvalho Cruz Marinato|Michelle Cristine Neiro De Oliveira|Francielle Cristhine Neiro De Oliveira Ferreira;41 999372871,41 999577542;
30234986000125;ABS STUDIO PERSONALIZADO LTDA;ABS STUDIO PERSONALIZADO;18/01/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;9313100 - Atividades de condicionamento físico;4721104 - Comércio varejista de doces, balas, bombons e semelhantes|4781400 - Comércio varejista de artigos do vestuário e acessórios|8650004 - Atividades de fisioterapia;80230040;Rua Engenheiros Reboucas, 2149;Reboucas;Curitiba;PR;41 996218160;;studioabs@studioabs.com.br;70000;ME;até R$360.000;Sim;Não;Fernanda Mara Hasselmann Picussa;41 996218160;
29460778000165;INTEGRAL FISIOQUIRO CASA GRANDE LTDA;;17/01/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650099 - Atividades de profissionais da área de saúde não especificadas anteriormente|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;81130000;Avenida Winston Churchill, 1428;Capao Raso;Curitiba;PR;41 997457867;;guilhermemartinsribas@gmail.com;11000;ME;até R$360.000;Sim;Não;Guilherme Casagrande;41 30277855,4130277855;
29482073000149;MIRANDA E CASCARDO SERVICOS MEDICOS LTDA;MIRANDA E CASCARDO SERVICOS MEDICOS;16/01/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8630503 - Atividade médica ambulatorial restrita a consultas;8650004 - Atividades de fisioterapia;80250220;Avenida Visconde De Guarapuava, 4177, Apt 102;Centro;Curitiba;PR;41 30303100;41 996300705;contabilidade@logicamed.com.br;2000;ME;até R$360.000;Não;Não;Cecilia Assad Miranda|Renan Magalhaes Cascardo;41 30303100,41 996300705;
29687792000104;FELIPE SCHONROCK CLINICA DENTISTA;SCHONROCK ODONTOLOGIA E ESTETICA;10/01/2018;6;Ativa;Empresário (Individual);Matriz;8630504 - Atividade odontológica;3250706 - Serviços de prótese dentária|8630503 - Atividade médica ambulatorial restrita a consultas|8650004 - Atividades de fisioterapia|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;80050520;Rua Urbano Lopes, 89;Cristo Rei;Curitiba;PR;41 35015080;41 996446636;jrvicentecontador@gmail.com;15000;ME;até R$360.000;Não;Não;;41 35015080,41 996446636;
29660666000158;RZNISKI CLINICA DE FISIOTERAPIA LTDA;ESPACO BELLA SAUDE;09/01/2018;6;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional;81630200;Rua Doutor Julio Cesar Ribeiro De Souza, 926;Hauer;Curitiba;PR;41 31530029;41 998683039;jere_augusto@hotmail.com;12000;ME;até R$360.000;Sim;Não;Tania Aparecida Barbosa Rzniski;41 31530029,41 998683039;
35822870000120;SABRINA CORDEIRO DE LIMA DA FONSECA CLINICA DE FISIOTERAPIA;;19/12/2019;5;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;;80330000;Rua Carlos Dietzsch, 334, Apt 23 Bloco Vila Romana Bl L Ct;Portao;Curitiba;PR;41 996636707;;solanohfonseca2017@gmail.com;15000;ME;até R$360.000;Não;Não;;41 996636707;
35747273000189;MATTOS E SANTOS - GESTAO DE INSTALACOES ESPORTIVAS LTDA.;MERCES TENIS CLUBE;10/12/2019;5;Ativa;Sociedade Empresária Limitada;Matriz;9311500 - Gestão de instalações de esportes;4763602 - Comércio varejista de artigos esportivos|5611203 - Lanchonetes, casas de chá, de sucos e similares|8650004 - Atividades de fisioterapia;80710660;Rua Fernando Simas, 1113;Merces;Curitiba;PR;41 987518619;;mercestenis@gmail.com;340000;ME;até R$360.000;Sim;Não;Roland Nelson Dos Santos|Diogo Castor De Mattos;41 987518619;
35667288000137;JHENNIFER ROSA DA SILVA ATIVIDADES DE FISIOTERAPIA LTDA;Up Fisio;30/11/2019;5;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;9313100 - Atividades de condicionamento físico|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;81900080;Rua Tijucas Do Sul, 495, Apt 03 Andar Tr Bloco Mor Sao Joao Del Rey;Sitio Cercado;Curitiba;PR;41 996869828;;meucnpj@contabilizei.com.br;1000;ME;até R$360.000;Sim;Não;Jhennifer Rosa Da Silva;41 996869828;
35551198000186;EXTREME STUDIO DE PILATES E BELLE CENTER LTDA;EXTREME STUDIO DE PILATES E BELLE CENTER;19/11/2019;5;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650005 - Atividades de terapia ocupacional|8690901 - Atividades de práticas integrativas e complementares em saúde humana|9313100 - Atividades de condicionamento físico|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;81580000;Avenida Senador Salgado Filho, 5428;Uberaba;Curitiba;PR;41 991056057;;elci.vasconcelos12@gmail.com;10000;ME;até R$360.000;Sim;Não;Edenir Marinho De Oliveira;41 991056057;
35560992000196;PRISCILA VALERIA MARQUES FAVETTI - FISIOTERAPIA;;19/11/2019;5;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;;81810140;Rua Barao De Santo Angelo, 1213;Xaxim;Curitiba;PR;41 999727403;;fernanda.valerio@assessoriaconfiar.com.br;1000;ME;até R$360.000;Sim;Não;;41 999727403;
35377884000182;CLINICA SCHULTZ FISIOTERAPIA ESTETICA E NUTRICAO LTDA;CLINICA UNYCA;01/11/2019;5;Ativa;Sociedade Empresária Limitada;Matriz;8650004 - Atividades de fisioterapia;8650002 - Atividades de profissionais da nutrição|9602502 - Atividades de estética e outros serviços de cuidados com a beleza;80060162;Rua Ubaldino Do Amaral, 1024, Conj 504 Andar 5 Cond Expedition Home E Ofbloco Bl 1;Centro;Curitiba;PR;41 30351827;41 988660462;evecristine12@gmail.com;15000;ME;até R$360.000;Sim;Não;Annelise Schultz Kindl|Evelyn Cristine Schultz De Oliveira|Mariane Forbeci Rebeyka;41 30351827,41 988660462;
35333802000106;VANESSA DE CASSIA FURTADO TULIO - FISIOTERAPIA;;29/10/2019;5;Ativa;Empresário (Individual);Matriz;8650004 - Atividades de fisioterapia;;82030230;Rua Doutor Leao Mocellin, 290;Santa Felicidade;Curitiba;PR;41 998405525;;;1000;ME;até R$360.000;Sim;Não;;41 998405525;
35216255000170;DANIELY OLIVEIRA DE PAULA DENIS - DANIELY PILATES;DANIELY OLIVEIRA PILATES & BEM-ESTAR;17/10/2019;5;Ativa;Empresário (Individual);Matriz;9313100 - Atividades de condicionamento físico;8650004 - Atividades de fisioterapia|8690901 - Atividades de práticas integrativas e complementares em saúde humana;80620040;Rua Acre, 270, Loja 01 Andar Tr Cond Piemontesi Cd Res;Agua Verde;Curitiba;PR;41 998324374;;danielyop@hotmail.com;10000;ME;até R$360.000;Sim;Não;;41 998324374;
